date,home_team,away_team,home_goals_scored_avg,home_goals_conceded_avg,home_win_rate,home_draw_rate,home_form_points,home_games_played,home_rank,away_goals_scored_avg,away_goals_conceded_avg,away_win_rate,away_draw_rate,away_form_points,away_games_played,away_rank,rank_diff,goal_avg_diff,form_diff,home_goals,away_goals,outcome
2017-06-10,Scotland,England,0.857,2.143,0.143,0.143,0.571,7,61,1.6,1.0,0.6,0.1,1.9,10,13,-48,-0.7430000000000001,-1.329,2,2,1
2017-06-11,Mexico,United States,1.8,0.7,0.8,0.1,2.5,10,17,0.9,1.9,0.2,0.2,0.8,10,100,83,0.9,1.7,1,1,1
2017-06-11,Tunisia,Egypt,0.7,0.9,0.4,0.2,1.4,10,41,0.6,0.8,0.4,0.0,1.2,10,20,-21,0.09999999999999998,0.19999999999999996,1,0,2
2017-06-12,Iran,Uzbekistan,1.2,0.8,0.6,0.2,2.0,10,100,0.9,1.3,0.4,0.1,1.3,10,62,-38,0.29999999999999993,0.7,2,0,2
2017-06-13,Qatar,South Korea,0.8,1.3,0.3,0.0,0.9,10,88,1.2,1.4,0.4,0.3,1.5,10,100,12,-0.3999999999999999,-0.6,3,2,2
2017-06-13,Norway,Sweden,0.625,2.375,0.125,0.125,0.5,8,87,1.2,1.4,0.3,0.3,1.2,10,34,-53,-0.575,-0.7,1,1,1
2017-06-13,Iraq,Japan,0.6,1.0,0.2,0.3,0.9,10,120,2.1,0.8,0.6,0.3,2.1,10,45,-75,-1.5,-1.2000000000000002,1,1,1
2017-06-13,Canada,Curaçao,0.429,1.857,0.143,0.286,0.714,7,109,1.2,1.2,0.33,0.33,1.0,0,100,-9,-0.7709999999999999,-0.28600000000000003,2,1,2
2017-06-13,France,England,1.7,0.8,0.6,0.1,1.9,10,6,1.6,1.2,0.5,0.2,1.7,10,13,7,0.09999999999999987,0.19999999999999996,3,2,2
2017-06-13,Australia,Brazil,1.9,1.4,0.4,0.4,1.6,10,48,2.5,0.6,0.7,0.2,2.3,10,1,-47,-0.6000000000000001,-0.6999999999999997,0,4,0
2017-06-18,Portugal,Mexico,1.0,0.8,0.5,0.1,1.6,10,8,1.6,0.6,0.7,0.2,2.3,10,17,9,-0.6000000000000001,-0.6999999999999997,2,2,1
2017-06-19,Australia,Germany,1.7,1.7,0.3,0.4,1.3,10,48,1.5,1.4,0.5,0.1,1.6,10,3,-45,0.19999999999999996,-0.30000000000000004,2,3,0
2017-06-21,Mexico,New Zealand,1.5,0.8,0.6,0.3,2.1,10,17,0.8,2.0,0.0,0.2,0.2,5,95,78,0.7,1.9000000000000001,2,1,2
2017-06-24,New Zealand,Portugal,0.833,2.0,0.0,0.167,0.167,6,95,1.1,1.0,0.4,0.2,1.4,10,8,-87,-0.2670000000000001,-1.2329999999999999,0,4,0
2017-06-29,Germany,Mexico,1.6,1.5,0.5,0.1,1.6,10,3,1.5,0.9,0.6,0.3,2.1,10,17,14,0.10000000000000009,-0.5,4,1,2
2017-07-01,United States,Ghana,0.9,1.9,0.2,0.2,0.8,10,100,1.0,1.5,0.2,0.2,0.8,10,49,-51,-0.09999999999999998,0.0,2,1,2
2017-07-01,Mexico,Paraguay,1.5,1.3,0.5,0.3,1.8,10,17,0.6,2.0,0.2,0.1,0.7,10,36,19,0.9,1.1,2,1,2
2017-07-02,Portugal,Mexico,1.5,0.9,0.5,0.2,1.7,10,8,1.4,1.3,0.5,0.3,1.8,10,17,9,0.10000000000000009,-0.10000000000000009,2,1,2
2017-07-08,United States,Panama,1.0,1.6,0.3,0.2,1.1,10,100,0.6,1.2,0.1,0.6,0.9,10,52,-48,0.4,0.20000000000000007,1,1,1
2017-07-16,Curaçao,Mexico,1.0,2.0,0.0,0.0,0.0,1,100,1.3,1.4,0.4,0.3,1.5,10,16,-84,-0.30000000000000004,-1.5,0,2,0
2017-08-31,Uruguay,Argentina,1.7,1.6,0.3,0.3,1.2,10,17,1.6,0.5,0.6,0.2,2.0,10,3,-14,0.09999999999999987,-0.8,0,0,1
2017-08-31,Brazil,Ecuador,2.7,0.4,0.8,0.1,2.5,10,1,1.2,1.7,0.2,0.2,0.8,10,32,31,1.5000000000000002,1.7,2,0,2
2017-08-31,France,Netherlands,1.7,0.8,0.6,0.1,1.9,10,10,1.7,1.5,0.4,0.2,1.4,10,36,26,0.0,0.5,4,0,2
2017-08-31,Japan,Australia,2.0,0.9,0.5,0.4,1.9,10,44,1.7,1.8,0.3,0.3,1.2,10,45,1,0.30000000000000004,0.7,2,0,2
2017-08-31,South Korea,Iran,1.3,1.5,0.4,0.3,1.5,10,100,1.3,0.8,0.6,0.2,2.0,10,100,0,0.0,-0.5,0,0,1
2017-09-01,Mexico,Panama,1.4,1.4,0.4,0.3,1.5,10,14,0.6,1.2,0.1,0.6,0.9,10,61,47,0.7999999999999999,0.6,1,0,2
2017-09-04,Germany,Norway,1.9,1.6,0.5,0.1,1.6,10,2,0.667,2.222,0.111,0.222,0.556,9,85,83,1.2329999999999999,1.044,6,0,2
2017-09-05,Colombia,Brazil,1.3,1.1,0.5,0.2,1.7,10,8,2.9,0.4,0.9,0.0,2.7,10,1,-7,-1.5999999999999999,-1.0000000000000002,1,1,1
2017-09-05,Paraguay,Uruguay,0.5,2.0,0.2,0.0,0.6,10,40,1.6,1.5,0.3,0.3,1.2,10,17,-23,-1.1,-0.6,1,2,0
2017-09-05,Saudi Arabia,Japan,1.3,1.7,0.3,0.2,1.1,10,59,2.0,0.9,0.5,0.4,1.9,10,44,-15,-0.7,-0.7999999999999998,1,0,2
2017-09-05,Uzbekistan,South Korea,0.8,1.4,0.4,0.0,1.2,10,64,1.2,1.4,0.4,0.3,1.5,10,100,36,-0.3999999999999999,-0.30000000000000004,0,0,1
2017-10-05,Colombia,Paraguay,1.2,1.2,0.4,0.3,1.5,10,10,0.6,2.1,0.2,0.0,0.6,10,39,29,0.6,0.9,1,2,0
2017-10-06,Japan,New Zealand,1.5,0.9,0.4,0.4,1.6,10,40,0.714,2.286,0.0,0.143,0.143,7,113,73,0.786,1.457,2,1,2
2017-10-06,United States,Panama,0.9,1.4,0.3,0.3,1.2,10,100,0.5,1.2,0.1,0.5,0.8,10,60,-40,0.4,0.3999999999999999,4,0,2
2017-10-07,Bosnia and Herzegovina,Belgium,1.3,1.6,0.4,0.2,1.4,10,36,2.0,1.3,0.6,0.2,2.0,10,5,-31,-0.7,-0.6000000000000001,3,4,0
2017-10-10,Saudi Arabia,Ghana,1.3,1.6,0.4,0.1,1.3,10,53,1.0,1.5,0.2,0.2,0.8,10,52,-1,0.30000000000000004,0.5,0,3,0
2017-10-10,Qatar,Curaçao,1.1,1.4,0.4,0.0,1.2,10,85,0.5,2.0,0.0,0.0,0.0,2,100,15,0.6000000000000001,1.2,1,2,0
2017-10-10,Portugal,Switzerland,1.5,0.9,0.5,0.2,1.7,10,3,0.8,1.6,0.2,0.2,0.8,10,7,4,0.7,0.8999999999999999,2,0,2
2017-10-10,Japan,Haiti,1.3,1.0,0.4,0.4,1.6,10,40,0.333,2.333,0.0,0.333,0.333,6,48,8,0.9670000000000001,1.2670000000000001,3,3,1
2017-10-10,South Korea,Morocco,1.1,1.4,0.3,0.4,1.3,10,100,1.0,0.667,0.333,0.167,1.167,6,56,-44,0.10000000000000009,0.133,1,3,0
2017-10-10,Ecuador,Argentina,1.0,1.8,0.1,0.2,0.5,10,35,1.6,0.5,0.6,0.2,2.0,10,4,-31,-0.6000000000000001,-1.5,1,3,0
2017-10-10,Netherlands,Sweden,1.5,1.6,0.4,0.2,1.4,10,29,1.2,1.4,0.3,0.3,1.2,10,23,-6,0.30000000000000004,0.19999999999999996,2,0,2
2017-11-09,Iran,Panama,1.0,0.5,0.6,0.2,2.0,10,100,0.4,1.4,0.1,0.5,0.8,10,49,-51,0.6,1.2,2,1,2
2017-11-09,Scotland,Netherlands,1.0,2.125,0.125,0.25,0.625,8,29,1.5,1.6,0.4,0.2,1.4,10,20,-9,-0.5,-0.7749999999999999,0,1,0
2017-11-10,South Africa,Senegal,0.778,1.444,0.222,0.444,1.111,9,74,1.0,1.0,0.4,0.2,1.4,10,32,-42,-0.22199999999999998,-0.2889999999999999,0,2,0
2017-11-10,Portugal,Saudi Arabia,1.4,0.9,0.5,0.2,1.7,10,3,1.2,1.7,0.4,0.1,1.3,10,63,60,0.19999999999999996,0.3999999999999999,3,0,2
2017-11-10,South Korea,Colombia,1.1,1.6,0.3,0.3,1.2,10,100,1.1,1.3,0.3,0.3,1.2,10,13,-87,0.0,0.0,2,1,2
2017-11-10,Japan,Brazil,1.5,1.2,0.4,0.4,1.6,10,44,2.3,0.4,0.8,0.1,2.5,10,2,-42,-0.7999999999999998,-0.8999999999999999,1,3,0
2017-11-10,England,Germany,1.8,1.3,0.5,0.2,1.7,10,12,2.3,1.4,0.6,0.0,1.8,10,1,-11,-0.4999999999999998,-0.10000000000000009,0,0,1
2017-11-10,Belgium,Mexico,2.3,1.5,0.7,0.1,2.2,10,5,1.3,1.3,0.4,0.3,1.5,10,16,11,0.9999999999999998,0.7000000000000002,3,3,1
2017-11-12,Ghana,Egypt,1.1,1.3,0.3,0.1,1.0,10,52,0.6,0.7,0.4,0.0,1.2,10,30,-22,0.5000000000000001,-0.19999999999999996,1,1,1
2017-11-14,Portugal,United States,1.7,0.8,0.6,0.2,2.0,10,3,1.3,1.2,0.4,0.3,1.5,10,100,97,0.3999999999999999,0.5,1,1,1
2017-11-14,Germany,France,2.2,1.2,0.6,0.1,1.9,10,1,1.8,0.8,0.6,0.1,1.9,10,7,6,0.40000000000000013,0.0,2,2,1
2017-11-14,Senegal,South Africa,1.2,0.9,0.5,0.2,1.7,10,32,0.7,1.5,0.2,0.4,1.0,10,74,42,0.5,0.7,2,1,2
2017-11-14,Belgium,Japan,2.2,1.5,0.6,0.2,2.0,10,5,1.5,1.4,0.4,0.3,1.5,10,44,39,0.7000000000000002,0.5,1,0,2
2017-11-14,Austria,Uruguay,1.125,1.25,0.125,0.5,0.875,8,39,1.5,1.6,0.3,0.3,1.2,10,17,-22,-0.375,-0.32499999999999996,2,1,2
2017-11-14,England,Brazil,1.6,1.3,0.4,0.3,1.5,10,12,2.3,0.5,0.8,0.1,2.5,10,2,-10,-0.6999999999999997,-1.0,0,0,1
2017-12-16,Japan,South Korea,1.4,1.3,0.4,0.3,1.5,10,55,1.2,1.1,0.4,0.3,1.5,10,100,45,0.19999999999999996,0.0,1,4,0
2017-12-26,Iraq,Qatar,0.6,0.9,0.2,0.4,1.0,10,79,1.1,1.6,0.3,0.0,0.9,10,102,23,-0.5000000000000001,0.09999999999999998,2,1,2
2018-01-28,United States,Bosnia and Herzegovina,1.3,1.3,0.3,0.4,1.3,10,100,1.5,2.0,0.3,0.2,1.1,10,38,-62,-0.19999999999999996,0.19999999999999996,0,0,1
2018-01-31,Mexico,Bosnia and Herzegovina,1.6,1.6,0.4,0.3,1.5,10,17,1.4,1.8,0.3,0.3,1.2,10,38,21,0.20000000000000018,0.30000000000000004,1,0,2
2018-02-28,Iraq,Saudi Arabia,0.8,0.8,0.3,0.4,1.3,10,85,1.2,1.8,0.4,0.1,1.3,10,64,-21,-0.3999999999999999,0.0,4,1,2
2018-03-21,Iraq,Qatar,1.1,0.7,0.4,0.4,1.6,10,83,1.2,1.7,0.3,0.0,0.9,10,101,18,-0.09999999999999987,0.7000000000000001,2,3,0
2018-03-23,Senegal,Uzbekistan,1.3,1.0,0.5,0.2,1.7,10,27,0.7,0.9,0.4,0.1,1.3,10,72,45,0.6000000000000001,0.3999999999999999,1,1,1
2018-03-23,Tunisia,Iran,0.7,0.9,0.4,0.2,1.4,10,23,1.1,0.3,0.7,0.2,2.3,10,100,77,-0.40000000000000013,-0.8999999999999999,1,0,2
2018-03-23,Portugal,Egypt,1.8,0.9,0.6,0.2,2.0,10,3,0.7,0.7,0.4,0.1,1.3,10,44,41,1.1,0.7,2,1,2
2018-03-23,Netherlands,England,1.3,1.2,0.5,0.2,1.7,10,21,1.3,1.1,0.3,0.4,1.3,10,16,-5,0.0,0.3999999999999999,0,1,0
2018-03-23,Germany,Spain,2.1,1.2,0.5,0.2,1.7,10,1,2.0,1.1,0.5,0.2,1.7,10,6,5,0.10000000000000009,0.0,1,1,1
2018-03-23,France,Colombia,2.0,1.0,0.6,0.1,1.9,10,9,1.1,1.5,0.2,0.3,0.9,10,13,4,0.8999999999999999,0.9999999999999999,2,3,0
2018-03-23,Norway,Australia,0.6,2.6,0.1,0.2,0.5,10,57,1.7,1.8,0.3,0.3,1.2,10,37,-20,-1.1,-0.7,4,1,2
2018-03-24,Canada,New Zealand,0.625,1.75,0.25,0.25,1.0,8,90,0.75,2.25,0.0,0.125,0.125,8,120,30,-0.125,0.875,1,0,2
2018-03-26,Portugal,Netherlands,1.9,1.0,0.6,0.2,2.0,10,3,1.1,1.0,0.5,0.2,1.7,10,21,18,0.7999999999999998,0.30000000000000004,0,3,0
2018-03-27,Bosnia and Herzegovina,Senegal,1.1,1.8,0.2,0.3,0.9,10,41,1.2,1.0,0.4,0.3,1.5,10,27,-14,-0.09999999999999987,-0.6,0,0,1
2018-03-27,Algeria,Iran,1.5,1.2,0.4,0.2,1.4,10,60,1.0,0.4,0.6,0.2,2.0,10,100,40,0.5,-0.6000000000000001,1,2,0
2018-03-27,Australia,Colombia,1.3,2.1,0.2,0.3,0.9,10,37,1.3,1.5,0.3,0.3,1.2,10,13,-24,0.0,-0.29999999999999993,0,0,1
2018-03-27,Belgium,Saudi Arabia,2.0,1.4,0.6,0.2,2.0,10,5,1.2,1.9,0.4,0.1,1.3,10,69,64,0.8,0.7,4,0,2
2018-03-27,Germany,Brazil,2.2,1.1,0.5,0.3,1.8,10,1,2.1,0.4,0.7,0.2,2.3,10,2,1,0.10000000000000009,-0.4999999999999998,0,1,0
2018-03-27,Mexico,Croatia,1.6,1.4,0.5,0.3,1.8,10,17,1.5,1.6,0.4,0.1,1.3,10,15,-2,0.10000000000000009,0.5,0,1,0
2018-03-27,Morocco,Uzbekistan,1.286,0.714,0.429,0.143,1.429,7,42,0.8,0.9,0.4,0.2,1.4,10,72,30,0.486,0.029000000000000137,2,0,2
2018-03-27,Spain,Argentina,2.1,1.1,0.5,0.3,1.8,10,6,1.8,0.5,0.7,0.1,2.2,10,4,-2,0.30000000000000004,-0.40000000000000013,6,1,2
2018-03-27,Switzerland,Panama,0.6,1.3,0.2,0.2,0.8,10,8,0.4,1.5,0.1,0.4,0.7,10,53,45,0.19999999999999996,0.10000000000000009,6,0,2
2018-03-27,United States,Paraguay,1.1,1.2,0.2,0.5,1.1,10,100,0.7,2.0,0.3,0.0,0.9,10,30,-70,0.40000000000000013,0.20000000000000007,1,0,2
2018-05-09,Algeria,Saudi Arabia,1.2,1.2,0.3,0.2,1.1,10,62,1.0,2.2,0.3,0.1,1.0,10,70,8,0.19999999999999996,0.10000000000000009,0,2,0
2018-05-19,Iran,Uzbekistan,1.1,0.4,0.7,0.1,2.2,10,100,0.7,0.9,0.4,0.2,1.4,10,88,-12,0.40000000000000013,0.8000000000000003,1,0,2
2018-05-28,Portugal,Tunisia,1.8,1.3,0.5,0.2,1.7,10,4,0.8,0.9,0.5,0.1,1.6,10,14,10,1.0,0.09999999999999987,2,2,1
2018-05-29,Argentina,Haiti,1.8,1.1,0.6,0.1,1.9,10,5,0.714,2.429,0.0,0.429,0.429,7,108,103,1.086,1.4709999999999999,4,0,2
2018-05-30,Japan,Ghana,1.3,1.6,0.3,0.3,1.2,10,60,1.1,1.2,0.3,0.2,1.1,10,50,-10,0.19999999999999996,0.09999999999999987,0,2,0
2018-06-01,Colombia,Egypt,1.2,1.5,0.2,0.4,1.0,10,16,0.8,0.8,0.4,0.1,1.3,10,46,30,0.3999999999999999,-0.30000000000000004,0,0,1
2018-06-01,South Korea,Bosnia and Herzegovina,1.3,1.0,0.4,0.3,1.5,10,100,1.0,1.7,0.2,0.3,0.9,10,41,-59,0.30000000000000004,0.6,1,3,0
2018-06-02,Mexico,Scotland,1.5,1.4,0.5,0.2,1.7,10,15,0.889,2.0,0.111,0.222,0.556,9,34,19,0.611,1.144,1,0,2
2018-06-02,Belgium,Portugal,2.3,1.2,0.7,0.2,2.3,10,3,2.0,1.3,0.5,0.3,1.8,10,4,1,0.2999999999999998,0.4999999999999998,0,0,1
2018-06-02,Austria,Germany,1.222,1.222,0.222,0.444,1.111,9,26,2.0,0.9,0.5,0.3,1.8,10,1,-25,-0.778,-0.6890000000000001,2,1,2
2018-06-03,Spain,Switzerland,2.7,1.0,0.6,0.3,2.1,10,8,1.2,1.2,0.3,0.2,1.1,10,6,-2,1.5000000000000002,1.0,1,1,1
2018-06-03,Croatia,Brazil,1.4,1.4,0.5,0.0,1.5,10,18,1.9,0.4,0.7,0.2,2.3,10,2,-16,-0.5,-0.7999999999999998,0,2,0
2018-06-06,Norway,Panama,1.0,2.3,0.2,0.2,0.8,10,48,0.4,2.1,0.1,0.3,0.6,10,55,7,0.6,0.20000000000000007,1,0,2
2018-06-06,Belgium,Egypt,2.1,1.1,0.6,0.3,2.1,10,3,0.7,0.6,0.4,0.2,1.4,10,46,43,1.4000000000000001,0.7000000000000002,3,0,2
2018-06-07,Portugal,Algeria,1.8,1.0,0.5,0.4,1.9,10,4,1.1,1.2,0.3,0.2,1.1,10,66,62,0.7,0.7999999999999998,3,0,2
2018-06-07,Uruguay,Uzbekistan,1.5,1.6,0.3,0.3,1.2,10,14,0.5,0.9,0.3,0.2,1.1,10,95,81,1.0,0.09999999999999987,3,0,2
2018-06-08,Germany,Saudi Arabia,2.1,0.9,0.5,0.3,1.8,10,1,1.0,2.1,0.3,0.1,1.0,10,67,66,1.1,0.8,2,1,2
2018-06-08,Croatia,Senegal,1.3,1.6,0.4,0.0,1.2,10,20,1.1,0.9,0.4,0.3,1.5,10,27,7,0.19999999999999996,-0.30000000000000004,2,1,2
2018-06-08,Switzerland,Japan,1.3,1.1,0.3,0.3,1.2,10,6,1.2,1.7,0.3,0.2,1.1,10,61,55,0.10000000000000009,0.09999999999999987,2,0,2
2018-06-09,Tunisia,Spain,0.9,1.1,0.4,0.2,1.4,10,21,2.6,1.1,0.5,0.4,1.9,10,10,-11,-1.7000000000000002,-0.5,0,1,0
2018-06-09,France,United States,2.0,1.3,0.5,0.1,1.6,10,7,1.2,0.8,0.3,0.5,1.4,10,100,93,0.8,0.20000000000000018,1,1,1
2018-06-10,Austria,Brazil,1.3,1.2,0.3,0.4,1.3,10,26,2.0,0.4,0.7,0.2,2.3,10,2,-24,-0.7,-0.9999999999999998,0,3,0
2018-06-11,South Korea,Senegal,1.4,1.2,0.4,0.3,1.5,10,100,1.2,0.9,0.4,0.3,1.5,10,27,-73,0.19999999999999996,0.0,0,2,0
2018-06-12,Japan,Paraguay,1.0,1.8,0.2,0.2,0.8,10,61,0.7,2.0,0.3,0.0,0.9,10,32,-29,0.30000000000000004,-0.09999999999999998,4,2,2
2018-06-15,Portugal,Spain,1.9,0.8,0.6,0.3,2.1,10,4,2.4,1.0,0.5,0.4,1.9,10,10,6,-0.5,0.20000000000000018,3,3,1
2018-06-15,Morocco,Iran,1.375,0.625,0.5,0.125,1.625,8,41,1.0,0.4,0.7,0.1,2.2,10,100,59,0.375,-0.5750000000000002,0,1,0
2018-06-15,Egypt,Uruguay,0.7,0.8,0.4,0.2,1.4,10,45,1.6,1.4,0.4,0.2,1.4,10,14,-31,-0.9000000000000001,0.0,0,1,0
2018-06-16,France,Australia,2.1,1.3,0.5,0.2,1.7,10,7,1.2,1.9,0.2,0.4,1.0,10,36,29,0.9000000000000001,0.7,2,1,2
2018-06-17,Germany,Mexico,2.0,1.0,0.5,0.3,1.8,10,1,1.4,1.2,0.6,0.1,1.9,10,15,14,0.6000000000000001,-0.09999999999999987,0,1,0
2018-06-17,Brazil,Switzerland,1.9,0.3,0.7,0.2,2.3,10,2,1.4,1.0,0.4,0.2,1.4,10,6,4,0.5,0.8999999999999999,1,1,1
2018-06-18,Sweden,South Korea,1.2,1.5,0.3,0.3,1.2,10,24,1.2,1.4,0.3,0.3,1.2,10,100,76,0.0,0.0,1,0,2
2018-06-18,Belgium,Panama,2.1,0.9,0.6,0.3,2.1,10,3,0.3,2.2,0.0,0.3,0.3,10,55,52,1.8,1.8,3,0,2
2018-06-18,Tunisia,England,0.7,1.1,0.3,0.2,1.1,10,21,1.3,0.9,0.4,0.4,1.6,10,12,-9,-0.6000000000000001,-0.5,1,2,0
2018-06-19,Colombia,Japan,1.0,1.3,0.2,0.4,1.0,10,16,1.3,1.9,0.3,0.1,1.0,10,61,45,-0.30000000000000004,0.0,1,2,0
2018-06-20,Iran,Spain,1.0,0.4,0.7,0.1,2.2,10,100,2.1,1.2,0.4,0.5,1.7,10,10,-90,-1.1,0.5000000000000002,0,1,0
2018-06-20,Portugal,Morocco,1.8,1.1,0.5,0.4,1.9,10,4,1.222,0.667,0.444,0.111,1.444,9,41,37,0.5780000000000001,0.45599999999999996,1,0,2
2018-06-20,Uruguay,Saudi Arabia,1.6,1.1,0.5,0.2,1.7,10,14,0.9,2.1,0.3,0.0,0.9,10,67,53,0.7000000000000001,0.7999999999999999,1,0,2
2018-06-21,Argentina,Croatia,1.7,1.1,0.6,0.1,1.9,10,5,1.4,1.4,0.5,0.0,1.5,10,20,15,0.30000000000000004,0.3999999999999999,0,3,0
2018-06-23,Belgium,Tunisia,2.3,0.9,0.6,0.3,2.1,10,3,0.7,1.2,0.3,0.1,1.0,10,21,18,1.5999999999999999,1.1,5,2,2
2018-06-23,South Korea,Mexico,1.0,1.4,0.2,0.3,0.9,10,100,1.3,1.1,0.6,0.1,1.9,10,15,-85,-0.30000000000000004,-0.9999999999999999,1,2,0
2018-06-23,Germany,Sweden,1.9,1.1,0.4,0.3,1.5,10,1,1.0,1.4,0.3,0.3,1.2,10,24,23,0.8999999999999999,0.30000000000000004,2,1,2
2018-06-24,Japan,Senegal,1.3,2.0,0.3,0.1,1.0,10,61,1.2,0.8,0.4,0.3,1.5,10,27,-34,0.10000000000000009,-0.5,2,2,1
2018-06-24,England,Panama,1.3,0.9,0.4,0.4,1.6,10,12,0.3,2.0,0.0,0.3,0.3,10,55,43,1.0,1.3,6,1,2
2018-06-25,Iran,Portugal,0.9,0.5,0.6,0.1,1.9,10,100,1.7,1.0,0.5,0.4,1.9,10,4,-96,-0.7999999999999999,0.0,1,1,1
2018-06-25,Spain,Morocco,2.1,1.0,0.5,0.5,2.0,10,10,1.1,0.7,0.4,0.1,1.3,10,41,31,1.0,0.7,2,2,1
2018-06-25,Saudi Arabia,Egypt,0.8,2.0,0.3,0.0,0.9,10,67,0.7,0.8,0.4,0.2,1.4,10,45,-22,0.10000000000000009,-0.4999999999999999,2,1,2
2018-06-27,South Korea,Germany,1.1,1.6,0.2,0.2,0.8,10,100,1.8,1.0,0.4,0.3,1.5,10,1,-99,-0.7,-0.7,2,0,2
2018-06-27,Mexico,Sweden,1.4,0.8,0.7,0.1,2.2,10,15,1.1,1.6,0.3,0.2,1.1,10,24,9,0.2999999999999998,1.1,0,3,0
2018-06-28,Senegal,Colombia,1.4,0.9,0.4,0.4,1.6,10,27,1.1,1.2,0.2,0.4,1.0,10,16,-11,0.2999999999999998,0.6000000000000001,0,1,0
2018-06-28,Panama,Tunisia,0.4,2.5,0.0,0.3,0.3,10,55,0.9,1.5,0.3,0.1,1.0,10,21,-34,-0.5,-0.7,1,2,0
2018-06-28,England,Belgium,1.8,1.0,0.4,0.4,1.6,10,12,2.8,0.9,0.7,0.3,2.4,10,3,-9,-0.9999999999999998,-0.7999999999999998,0,1,0
2018-06-30,France,Argentina,2.2,1.4,0.5,0.2,1.7,10,7,1.3,1.4,0.5,0.1,1.6,10,5,-2,0.9000000000000001,0.09999999999999987,4,3,2
2018-06-30,Uruguay,Portugal,1.7,1.0,0.6,0.2,2.0,10,14,1.6,1.1,0.4,0.5,1.7,10,4,-10,0.09999999999999987,0.30000000000000004,2,1,2
2018-07-02,Belgium,Japan,2.5,0.9,0.7,0.3,2.4,10,5,1.5,2.1,0.3,0.2,1.1,10,41,36,1.0,1.2999999999999998,3,2,2
2018-07-02,Brazil,Mexico,1.7,0.4,0.6,0.3,2.1,10,4,1.2,1.0,0.6,0.1,1.9,10,10,6,0.5,0.20000000000000018,2,0,2
2018-07-03,Sweden,Switzerland,1.3,1.2,0.4,0.2,1.4,10,21,1.5,0.9,0.4,0.3,1.5,10,8,-13,-0.19999999999999996,-0.10000000000000009,1,0,2
2018-07-03,Colombia,England,1.2,1.1,0.3,0.4,1.3,10,17,1.5,1.1,0.3,0.4,1.3,10,7,-10,-0.30000000000000004,0.0,1,1,1
2018-07-06,Uruguay,France,1.5,1.1,0.6,0.2,2.0,10,14,2.4,1.6,0.5,0.2,1.7,10,2,-12,-0.8999999999999999,0.30000000000000004,0,2,0
2018-07-06,Brazil,Belgium,1.9,0.3,0.7,0.3,2.4,10,4,2.7,1.0,0.8,0.2,2.6,10,5,1,-0.8000000000000003,-0.20000000000000018,1,2,0
2018-07-07,Sweden,England,1.4,1.1,0.5,0.2,1.7,10,21,1.4,1.0,0.3,0.4,1.3,10,7,-14,0.0,0.3999999999999999,0,2,0
2018-07-10,France,Belgium,2.6,1.4,0.6,0.2,2.0,10,2,2.5,0.8,0.8,0.2,2.6,10,5,3,0.10000000000000009,-0.6000000000000001,1,0,2
2018-07-11,Croatia,England,1.6,1.1,0.6,0.0,1.8,10,12,1.6,0.9,0.4,0.4,1.6,10,7,-5,0.0,0.19999999999999996,2,1,2
2018-07-14,Belgium,England,2.2,0.6,0.8,0.1,2.5,10,5,1.5,0.9,0.4,0.3,1.5,10,7,2,0.7000000000000002,1.0,2,0,2
2018-07-15,France,Croatia,2.2,1.4,0.6,0.2,2.0,10,2,1.7,1.0,0.7,0.0,2.1,10,12,10,0.5000000000000002,-0.10000000000000009,4,2,2
2018-09-06,Germany,France,1.4,1.1,0.3,0.3,1.2,10,15,2.5,1.4,0.7,0.2,2.3,10,1,-14,-1.1,-1.0999999999999999,0,0,1
2018-09-06,Austria,Sweden,1.2,1.4,0.3,0.3,1.2,10,23,1.3,1.2,0.5,0.1,1.6,10,13,-10,-0.10000000000000009,-0.40000000000000013,2,0,2
2018-09-06,Portugal,Croatia,1.4,1.3,0.3,0.5,1.4,10,7,1.4,1.3,0.6,0.0,1.8,10,4,-3,0.0,-0.40000000000000013,1,1,1
2018-09-07,Mexico,Uruguay,1.1,1.0,0.6,0.1,1.9,10,16,1.3,1.1,0.6,0.1,1.9,10,5,-11,-0.19999999999999996,0.0,1,4,0
2018-09-07,Scotland,Belgium,0.8,1.9,0.1,0.2,0.5,10,40,2.3,0.6,0.8,0.1,2.5,10,2,-38,-1.4999999999999998,-2.0,0,4,0
2018-09-07,United States,Brazil,1.3,0.8,0.3,0.6,1.5,10,100,1.6,0.5,0.6,0.3,2.1,10,3,-97,-0.30000000000000004,-0.6000000000000001,0,2,0
2018-09-08,England,Spain,1.3,0.8,0.4,0.3,1.5,10,6,2.1,1.2,0.4,0.6,1.8,10,9,3,-0.8,-0.30000000000000004,1,2,0
2018-09-09,France,Netherlands,2.2,1.2,0.6,0.3,2.1,10,1,1.2,0.9,0.5,0.2,1.7,10,17,16,1.0000000000000002,0.40000000000000013,2,1,2
2018-09-11,Uzbekistan,Iran,0.4,1.2,0.2,0.2,0.8,10,95,1.0,0.5,0.6,0.2,2.0,10,100,5,-0.6,-1.2,0,1,0
2018-09-11,United States,Mexico,1.2,0.8,0.3,0.6,1.5,10,100,1.0,1.4,0.5,0.1,1.6,10,16,-84,0.19999999999999996,-0.10000000000000009,1,0,2
2018-09-11,England,Switzerland,1.4,1.0,0.4,0.2,1.4,10,6,1.3,0.9,0.3,0.3,1.2,10,8,2,0.09999999999999987,0.19999999999999996,1,0,2
