date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,is_friendly
2014-01-07,Qatar,Jordan,2.0,0.0,WAFF Championship,Doha,Qatar,False,False
2014-01-29,Mexico,South Korea,4.0,0.0,Friendly,San Antonio,United States,True,True
2014-02-01,United States,South Korea,2.0,0.0,Friendly,Carson,United States,False,True
2014-03-05,Australia,Ecuador,3.0,4.0,Friendly,London,England,True,True
2014-03-05,Austria,Uruguay,1.0,1.0,Friendly,Klagenfurt,Austria,False,True
2014-03-05,Bosnia and Herzegovina,Egypt,0.0,2.0,Friendly,Innsbruck,Austria,True,True
2014-03-05,Colombia,Tunisia,1.0,1.0,Friendly,Barcelona,Spain,True,True
2014-03-05,France,Netherlands,2.0,0.0,Friendly,Saint-Denis,France,False,True
2014-03-05,Japan,New Zealand,4.0,2.0,Friendly,Tokyo,Japan,False,True
2014-03-05,South Africa,Brazil,0.0,5.0,Friendly,Johannesburg,South Africa,False,True
2014-03-05,Switzerland,Croatia,2.0,2.0,Friendly,St. Gallen,Switzerland,False,True
2014-05-17,Netherlands,Ecuador,1.0,1.0,Friendly,Amsterdam,Netherlands,False,True
2014-05-26,Australia,South Africa,1.0,1.0,Friendly,Sydney,Australia,False,True
2014-05-27,France,Norway,4.0,0.0,Friendly,Saint-Denis,France,False,True
2014-05-28,South Korea,Tunisia,0.0,1.0,Friendly,Seoul,South Korea,False,True
2014-05-30,New Zealand,South Africa,0.0,0.0,Friendly,Auckland,New Zealand,False,True
2014-05-31,Colombia,Senegal,2.0,2.0,Friendly,Buenos Aires,Argentina,True,True
2014-05-31,Mexico,Ecuador,3.0,1.0,Friendly,Arlington,United States,True,True
2014-05-31,Netherlands,Ghana,1.0,0.0,Friendly,Rotterdam,Netherlands,False,True
2014-06-01,France,Paraguay,1.0,1.0,Friendly,Nice,France,False,True
2014-06-01,Sweden,Belgium,0.0,2.0,Friendly,Solna,Sweden,False,True
2014-06-03,Brazil,Panama,4.0,0.0,Friendly,Goiânia,Brazil,False,True
2014-06-03,Mexico,Bosnia and Herzegovina,0.0,1.0,Friendly,Chicago,United States,True,True
2014-06-04,Ecuador,England,2.0,2.0,Friendly,Miami Gardens,United States,True,True
2014-06-06,Colombia,Jordan,3.0,0.0,Friendly,Buenos Aires,Argentina,True,True
2014-06-06,Croatia,Australia,1.0,0.0,Friendly,Salvador,Brazil,True,True
2014-06-06,Mexico,Portugal,0.0,1.0,Friendly,Foxborough,United States,True,True
2014-06-07,Belgium,Tunisia,1.0,0.0,Friendly,Brussels,Belgium,False,True
2014-06-09,Ghana,South Korea,4.0,0.0,Friendly,Miami Gardens,United States,True,True
2014-06-12,Brazil,Croatia,3.0,1.0,FIFA World Cup,São Paulo,Brazil,False,False
2014-06-13,Spain,Netherlands,1.0,5.0,FIFA World Cup,Salvador,Brazil,True,False
2014-06-15,Argentina,Bosnia and Herzegovina,2.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,True,False
2014-06-15,Switzerland,Ecuador,2.0,1.0,FIFA World Cup,Brasília,Brazil,True,False
2014-06-16,Germany,Portugal,4.0,0.0,FIFA World Cup,Salvador,Brazil,True,False
2014-06-16,Ghana,United States,1.0,2.0,FIFA World Cup,Natal,Brazil,True,False
2014-06-17,Belgium,Algeria,2.0,1.0,FIFA World Cup,Belo Horizonte,Brazil,True,False
2014-06-17,Brazil,Mexico,0.0,0.0,FIFA World Cup,Fortaleza,Brazil,False,False
2014-06-18,Australia,Netherlands,2.0,3.0,FIFA World Cup,Curitiba,Brazil,True,False
2014-06-19,Uruguay,England,2.0,1.0,FIFA World Cup,São Paulo,Brazil,True,False
2014-06-20,Switzerland,France,2.0,5.0,FIFA World Cup,Salvador,Brazil,True,False
2014-06-21,Argentina,Iran,1.0,0.0,FIFA World Cup,Belo Horizonte,Brazil,True,False
2014-06-21,Germany,Ghana,2.0,2.0,FIFA World Cup,Fortaleza,Brazil,True,False
2014-06-22,South Korea,Algeria,2.0,4.0,FIFA World Cup,Porto Alegre,Brazil,True,False
2014-06-22,United States,Portugal,2.0,2.0,FIFA World Cup,Manaus,Brazil,True,False
2014-06-23,Australia,Spain,0.0,3.0,FIFA World Cup,Curitiba,Brazil,True,False
2014-06-23,Croatia,Mexico,1.0,3.0,FIFA World Cup,Recife,Brazil,True,False
2014-06-24,Japan,Colombia,1.0,4.0,FIFA World Cup,Cuiabá,Brazil,True,False
2014-06-25,Bosnia and Herzegovina,Iran,3.0,1.0,FIFA World Cup,Salvador,Brazil,True,False
2014-06-25,Ecuador,France,0.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,False
2014-06-26,South Korea,Belgium,0.0,1.0,FIFA World Cup,São Paulo,Brazil,True,False
2014-06-26,Portugal,Ghana,2.0,1.0,FIFA World Cup,Brasília,Brazil,True,False
2014-06-26,United States,Germany,0.0,1.0,FIFA World Cup,Recife,Brazil,True,False
2014-06-28,Colombia,Uruguay,2.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,False
2014-06-29,Netherlands,Mexico,2.0,1.0,FIFA World Cup,Fortaleza,Brazil,True,False
2014-06-30,Germany,Algeria,2.0,1.0,FIFA World Cup,Porto Alegre,Brazil,True,False
2014-07-01,Argentina,Switzerland,1.0,0.0,FIFA World Cup,São Paulo,Brazil,True,False
2014-07-01,Belgium,United States,2.0,1.0,FIFA World Cup,Salvador,Brazil,True,False
2014-07-04,Brazil,Colombia,2.0,1.0,FIFA World Cup,Fortaleza,Brazil,False,False
2014-07-04,France,Germany,0.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,True,False
2014-07-05,Argentina,Belgium,1.0,0.0,FIFA World Cup,Brasília,Brazil,True,False
2014-07-08,Brazil,Germany,1.0,7.0,FIFA World Cup,Belo Horizonte,Brazil,False,False
2014-07-09,Netherlands,Argentina,0.0,0.0,FIFA World Cup,São Paulo,Brazil,True,False
2014-07-12,Brazil,Netherlands,0.0,3.0,FIFA World Cup,Brasília,Brazil,False,False
2014-07-13,Germany,Argentina,1.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,False
2014-09-03,England,Norway,1.0,0.0,Friendly,London,England,False,True
2014-09-03,Germany,Argentina,2.0,4.0,Friendly,Düsseldorf,Germany,False,True
2014-09-03,Morocco,Qatar,0.0,0.0,Friendly,Rabat,Morocco,False,True
2014-09-04,Belgium,Australia,2.0,0.0,Friendly,Liège,Belgium,False,True
2014-09-04,France,Spain,1.0,0.0,Friendly,Saint-Denis,France,False,True
2014-09-04,Uzbekistan,Jordan,2.0,0.0,Friendly,Tashkent,Uzbekistan,False,True
2014-09-05,Japan,Uruguay,0.0,2.0,Kirin Challenge Cup,Sapporo,Japan,False,False
2014-09-05,Brazil,Colombia,1.0,0.0,Friendly,Miami Gardens,United States,True,True
2014-09-05,Senegal,Egypt,2.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False,False
2014-09-07,Germany,Scotland,2.0,1.0,UEFA Euro qualification,Dortmund,Germany,False,False
2014-09-08,Australia,Saudi Arabia,3.0,2.0,Friendly,London,England,True,True
2014-09-08,Austria,Sweden,1.0,1.0,UEFA Euro qualification,Vienna,Austria,False,False
2014-09-08,South Korea,Uruguay,0.0,1.0,Friendly,Goyang,South Korea,False,True
2014-09-08,Switzerland,England,0.0,2.0,UEFA Euro qualification,Basel,Switzerland,False,False
2014-09-08,Uzbekistan,New Zealand,3.0,1.0,Friendly,Tashkent,Uzbekistan,False,True
2014-09-10,Egypt,Tunisia,0.0,1.0,African Cup of Nations qualification,Cairo,Egypt,False,False
2014-10-06,Qatar,Uzbekistan,3.0,0.0,Friendly,Doha,Qatar,False,True
2014-10-10,South Korea,Paraguay,2.0,0.0,Friendly,Cheonan,South Korea,False,True
2014-10-10,Saudi Arabia,Uruguay,1.0,1.0,Friendly,Jeddah,Saudi Arabia,False,True
2014-10-10,Senegal,Tunisia,0.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False,False
2014-10-11,Argentina,Brazil,0.0,2.0,Superclásico de las Américas,Beijing,China PR,True,False
2014-10-11,France,Portugal,2.0,1.0,Friendly,Saint-Denis,France,False,True
2014-10-12,Mexico,Panama,1.0,0.0,Friendly,Querétaro,Mexico,False,True
2014-10-13,Bosnia and Herzegovina,Belgium,1.0,1.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,False
2014-10-14,Japan,Brazil,0.0,4.0,Friendly,Kallang,Singapore,True,True
2014-10-14,Qatar,Australia,1.0,0.0,Friendly,Doha,Qatar,False,True
2014-10-15,Tunisia,Senegal,1.0,0.0,African Cup of Nations qualification,Monastir,Tunisia,False,False
2014-11-12,Argentina,Croatia,2.0,1.0,Friendly,London,England,True,True
2014-11-12,Netherlands,Mexico,2.0,3.0,Friendly,Amsterdam,Netherlands,False,True
2014-11-13,Saudi Arabia,Qatar,1.0,1.0,Gulf Cup,Riyadh,Saudi Arabia,False,False
2014-11-14,Jordan,South Korea,0.0,1.0,Friendly,Amman,Jordan,False,True
2014-11-14,United States,Colombia,1.0,2.0,Friendly,London,England,True,True
2014-11-15,Egypt,Senegal,0.0,1.0,African Cup of Nations qualification,Cairo,Egypt,False,False
2014-11-18,Austria,Brazil,1.0,2.0,Friendly,Vienna,Austria,False,True
2014-11-18,France,Sweden,1.0,0.0,Friendly,Marseille,France,False,True
2014-11-18,Iran,South Korea,1.0,0.0,Friendly,Tehran,Iran,False,True
2014-11-18,Japan,Australia,2.0,1.0,Friendly,Osaka,Japan,False,True
2014-11-18,Panama,Canada,0.0,0.0,Friendly,Panama City,Panama,False,True
2014-11-18,Portugal,Argentina,1.0,0.0,Friendly,Manchester,England,True,True
2014-11-18,Scotland,England,1.0,3.0,Friendly,Glasgow,Scotland,False,True
2014-11-18,Spain,Germany,0.0,1.0,Friendly,Vigo,Spain,False,True
2014-11-19,Tunisia,Egypt,2.0,1.0,African Cup of Nations qualification,Monastir,Tunisia,False,False
2014-11-26,Saudi Arabia,Qatar,1.0,2.0,Gulf Cup,Riyadh,Saudi Arabia,False,False
2014-12-21,Uzbekistan,Jordan,2.0,1.0,Friendly,Dubai,United Arab Emirates,True,True
2014-12-25,Uzbekistan,Iraq,1.0,0.0,Friendly,Sharjah,United Arab Emirates,True,True
2014-12-28,Uzbekistan,Iraq,0.0,0.0,Friendly,Sharjah,United Arab Emirates,True,True
2015-01-04,Iran,Iraq,1.0,0.0,Friendly,Wollongong,Australia,True,True
2015-01-04,South Korea,Saudi Arabia,2.0,0.0,Friendly,Parramatta,Australia,True,True
2015-01-11,Tunisia,Algeria,1.0,1.0,Friendly,Radès,Tunisia,False,True
2015-01-12,Jordan,Iraq,0.0,1.0,AFC Asian Cup,Brisbane,Australia,True,False
2015-01-15,Qatar,Iran,0.0,1.0,AFC Asian Cup,Sydney,Australia,True,False
2015-01-16,Iraq,Japan,0.0,1.0,AFC Asian Cup,Brisbane,Australia,True,False
2015-01-17,Australia,South Korea,0.0,1.0,AFC Asian Cup,Brisbane,Australia,False,False
2015-01-18,Uzbekistan,Saudi Arabia,3.0,1.0,AFC Asian Cup,Melbourne,Australia,True,False
2015-01-19,Algeria,South Africa,3.0,1.0,African Cup of Nations,Mongomo,Equatorial Guinea,True,False
2015-01-19,Ghana,Senegal,1.0,2.0,African Cup of Nations,Mongomo,Equatorial Guinea,True,False
2015-01-20,Japan,Jordan,2.0,0.0,AFC Asian Cup,Melbourne,Australia,True,False
2015-01-22,South Korea,Uzbekistan,2.0,0.0,AFC Asian Cup,Melbourne,Australia,True,False
2015-01-23,Ghana,Algeria,1.0,0.0,African Cup of Nations,Mongomo,Equatorial Guinea,True,False
2015-01-23,Iran,Iraq,3.0,3.0,AFC Asian Cup,Canberra,Australia,True,False
2015-01-23,South Africa,Senegal,1.0,1.0,African Cup of Nations,Mongomo,Equatorial Guinea,True,False
2015-01-26,South Korea,Iraq,2.0,0.0,AFC Asian Cup,Sydney,Australia,True,False
2015-01-27,Senegal,Algeria,0.0,2.0,African Cup of Nations,Malabo,Equatorial Guinea,True,False
2015-01-27,South Africa,Ghana,1.0,2.0,African Cup of Nations,Mongomo,Equatorial Guinea,True,False
2015-01-31,Australia,South Korea,2.0,1.0,AFC Asian Cup,Sydney,Australia,False,False
2015-02-08,United States,Panama,2.0,0.0,Friendly,Carson,United States,False,True
2015-03-25,Germany,Australia,2.0,2.0,Friendly,Kaiserslautern,Germany,False,True
2015-03-26,France,Brazil,1.0,3.0,Friendly,Saint-Denis,France,False,True
2015-03-26,Qatar,Algeria,1.0,0.0,Friendly,Doha,Qatar,False,True
2015-03-27,Japan,Tunisia,2.0,0.0,Kirin Challenge Cup,Ōita,Japan,False,False
2015-03-27,South Korea,Uzbekistan,1.0,1.0,Friendly,Daejeon,South Korea,False,True
2015-03-28,Croatia,Norway,5.0,1.0,UEFA Euro qualification,Zagreb,Croatia,False,False
2015-03-28,Ghana,Senegal,1.0,2.0,Friendly,Le Havre,France,True,True
2015-03-28,Morocco,Uruguay,0.0,1.0,Friendly,Agadir,Morocco,False,True
2015-03-30,Saudi Arabia,Jordan,2.0,1.0,Friendly,Dammam,Saudi Arabia,False,True
2015-03-31,Argentina,Ecuador,2.0,1.0,Friendly,East Rutherford,United States,True,True
2015-03-31,Austria,Bosnia and Herzegovina,1.0,1.0,Friendly,Vienna,Austria,False,True
2015-03-31,Japan,Uzbekistan,5.0,1.0,Friendly,Chōfu,Japan,False,True
2015-03-31,South Korea,New Zealand,1.0,0.0,Friendly,Seoul,South Korea,False,True
2015-03-31,Netherlands,Spain,2.0,0.0,Friendly,Amsterdam,Netherlands,False,True
2015-03-31,Sweden,Iran,3.0,1.0,Friendly,Solna,Sweden,False,True
2015-03-31,Switzerland,United States,1.0,1.0,Friendly,Zürich,Switzerland,False,True
2015-04-15,United States,Mexico,2.0,0.0,Friendly,San Antonio,United States,False,True
2015-06-03,Panama,Ecuador,1.0,1.0,Friendly,Panama City,Panama,False,True
2015-06-05,Netherlands,United States,3.0,4.0,Friendly,Amsterdam,Netherlands,False,True
2015-06-05,Scotland,Qatar,1.0,0.0,Friendly,Edinburgh,Scotland,False,True
2015-06-06,Ecuador,Panama,4.0,0.0,Friendly,Portoviejo,Ecuador,False,True
2015-06-07,Brazil,Mexico,2.0,0.0,Friendly,São Paulo,Brazil,False,True
2015-06-07,France,Belgium,3.0,4.0,Friendly,Saint-Denis,France,False,True
2015-06-08,Norway,Sweden,0.0,0.0,Friendly,Oslo,Norway,False,True
2015-06-10,Germany,United States,1.0,2.0,Friendly,Cologne,Germany,False,True
2015-06-11,Japan,Iraq,4.0,0.0,Kirin Challenge Cup,Yokohama,Japan,False,False
2015-06-11,Uzbekistan,Iran,0.0,1.0,Friendly,Tashkent,Uzbekistan,False,True
2015-06-13,Argentina,Paraguay,2.0,2.0,Copa América,La Serena,Chile,True,False
2015-06-16,Argentina,Uruguay,1.0,0.0,Copa América,La Serena,Chile,True,False
2015-06-17,Brazil,Colombia,0.0,1.0,Copa América,Santiago,Chile,True,False
2015-06-19,Mexico,Ecuador,1.0,2.0,Copa América,Rancagua,Chile,True,False
2015-06-20,Uruguay,Paraguay,1.0,1.0,Copa América,La Serena,Chile,True,False
2015-06-26,Argentina,Colombia,0.0,0.0,Copa América,Viña del Mar,Chile,True,False
2015-06-27,Brazil,Paraguay,1.0,1.0,Copa América,Concepción,Chile,True,False
2015-06-30,Argentina,Paraguay,6.0,1.0,Copa América,Concepción,Chile,True,False
2015-07-07,Panama,Haiti,1.0,1.0,Gold Cup,Frisco,United States,True,False
2015-07-10,United States,Haiti,1.0,0.0,Gold Cup,Foxborough,United States,False,False
2015-07-13,United States,Panama,1.0,1.0,Gold Cup,Kansas City,United States,False,False
2015-07-22,Panama,Mexico,1.0,2.0,Gold Cup,Atlanta,United States,True,False
2015-07-25,United States,Panama,1.0,1.0,Gold Cup,Chester,United States,False,False
2015-08-05,Japan,South Korea,1.0,1.0,EAFF Championship,Wuhan,China PR,True,False
2015-09-03,Belgium,Bosnia and Herzegovina,3.0,1.0,UEFA Euro qualification,Brussels,Belgium,False,False
2015-09-04,Portugal,France,0.0,1.0,Friendly,Lisbon,Portugal,False,True
2015-09-06,Norway,Croatia,2.0,0.0,UEFA Euro qualification,Oslo,Norway,False,False
2015-09-07,Scotland,Germany,2.0,3.0,UEFA Euro qualification,Glasgow,Scotland,False,False
2015-09-08,United States,Brazil,1.0,4.0,Friendly,Foxborough,United States,False,True
2015-09-08,England,Switzerland,2.0,0.0,UEFA Euro qualification,London,England,False,False
2015-09-08,Mexico,Argentina,2.0,2.0,Friendly,Arlington,United States,True,True
2015-09-08,South Africa,Senegal,1.0,0.0,Friendly,Johannesburg,South Africa,False,True
2015-09-08,Sweden,Austria,1.0,4.0,UEFA Euro qualification,Solna,Sweden,False,False
2015-10-03,Jordan,Iraq,3.0,0.0,Friendly,Amman,Jordan,False,True
2015-10-08,Argentina,Ecuador,0.0,2.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,False
2015-10-08,Jordan,Australia,2.0,0.0,FIFA World Cup qualification,Amman,Jordan,False,False
2015-10-10,United States,Mexico,2.0,3.0,Friendly,Pasadena,United States,False,True
2015-10-13,Algeria,Senegal,1.0,0.0,Friendly,Algiers,Algeria,False,True
2015-10-13,Iran,Japan,1.0,1.0,Friendly,Tehran,Iran,False,True
2015-10-13,Paraguay,Argentina,0.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,False,False
2015-10-13,Uruguay,Colombia,3.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,False
2015-11-12,Ecuador,Uruguay,2.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,False
2015-11-13,Argentina,Brazil,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,False
2015-11-13,France,Germany,2.0,0.0,Friendly,Saint-Denis,France,False,True
2015-11-13,Spain,England,2.0,0.0,Friendly,Alicante,Spain,False,True
2015-11-17,Austria,Switzerland,1.0,2.0,Friendly,Vienna,Austria,False,True
2015-11-17,Colombia,Argentina,0.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False,False
2015-11-17,England,France,2.0,0.0,Friendly,London,England,False,True
2016-01-27,Egypt,Jordan,0.0,1.0,Friendly,Aswan,Egypt,False,True
2016-03-24,Ecuador,Paraguay,2.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,False
2016-03-25,Brazil,Uruguay,2.0,2.0,FIFA World Cup qualification,Recife,Brazil,False,False
2016-03-25,Canada,Mexico,0.0,3.0,FIFA World Cup qualification,Vancouver,Canada,False,False
2016-03-25,Haiti,Panama,0.0,0.0,FIFA World Cup qualification,Port-au-Prince,Haiti,False,False
2016-03-25,Netherlands,France,2.0,3.0,Friendly,Amsterdam,Netherlands,False,True
2016-03-26,Germany,England,2.0,3.0,Friendly,Berlin,Germany,False,True
2016-03-29,Australia,Jordan,5.0,1.0,FIFA World Cup qualification,Sydney,Australia,False,False
2016-03-29,Colombia,Ecuador,3.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False,False
2016-03-29,England,Netherlands,1.0,2.0,Friendly,London,England,False,True
2016-03-29,Mexico,Canada,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,False
2016-03-29,Panama,Haiti,1.0,0.0,FIFA World Cup qualification,Panama City,Panama,False,False
2016-03-29,Paraguay,Brazil,2.0,2.0,FIFA World Cup qualification,Asunción,Paraguay,False,False
2016-03-29,Portugal,Belgium,2.0,1.0,Friendly,Leiria,Portugal,False,True
2016-03-29,Switzerland,Bosnia and Herzegovina,0.0,2.0,Friendly,Zürich,Switzerland,False,True
2016-05-27,England,Australia,2.0,1.0,Friendly,Sunderland,England,False,True
2016-05-28,Mexico,Paraguay,1.0,0.0,Friendly,Atlanta,United States,True,True
2016-05-28,Switzerland,Belgium,1.0,2.0,Friendly,Geneva,Switzerland,False,True
2016-05-29,Bosnia and Herzegovina,Spain,1.0,3.0,Friendly,St. Gallen,Switzerland,True,True
2016-05-29,Portugal,Norway,3.0,0.0,Friendly,Porto,Portugal,False,True
2016-06-01,Spain,South Korea,6.0,1.0,Friendly,Salzburg,Austria,True,True
2016-06-02,England,Portugal,1.0,0.0,Friendly,London,England,False,True
2016-06-03,United States,Colombia,0.0,2.0,Copa América,Santa Clara,United States,False,False
2016-06-04,Austria,Netherlands,0.0,2.0,Friendly,Vienna,Austria,False,True
2016-06-04,Brazil,Ecuador,0.0,0.0,Copa América,Pasadena,United States,True,False
2016-06-04,France,Scotland,3.0,0.0,Friendly,Metz,France,False,True
2016-06-05,Belgium,Norway,3.0,2.0,Friendly,Brussels,Belgium,False,True
2016-06-05,Mexico,Uruguay,3.0,1.0,Copa América,Glendale,United States,True,False
2016-06-07,Canada,Uzbekistan,2.0,1.0,Friendly,Bad Waltersdorf,Austria,True,True
2016-06-07,Colombia,Paraguay,2.0,1.0,Copa América,Pasadena,United States,True,False
2016-06-07,Japan,Bosnia and Herzegovina,1.0,2.0,Kirin Cup,Suita,Japan,False,False
2016-06-08,Brazil,Haiti,7.0,1.0,Copa América,Orlando,United States,True,False
2016-06-10,Argentina,Panama,5.0,0.0,Copa América,Chicago,United States,True,False
2016-06-11,United States,Paraguay,1.0,0.0,Copa América,Philadelphia,United States,False,False
2016-06-12,Ecuador,Haiti,4.0,0.0,Copa América,East Rutherford,United States,True,False
2016-06-16,United States,Ecuador,2.0,1.0,Copa América,Seattle,United States,False,False
2016-06-18,Portugal,Austria,0.0,0.0,UEFA Euro,Lyon,France,True,False
2016-06-19,France,Switzerland,0.0,0.0,UEFA Euro,Villeneuve-d'Ascq,France,False,False
2016-06-21,Croatia,Spain,2.0,1.0,UEFA Euro,Bordeaux,France,True,False
2016-06-21,United States,Argentina,0.0,4.0,Copa América,Houston,United States,False,False
2016-06-22,Sweden,Belgium,0.0,1.0,UEFA Euro,Nice,France,True,False
2016-06-25,Croatia,Portugal,0.0,1.0,UEFA Euro,Lens,France,True,False
2016-06-25,United States,Colombia,0.0,1.0,Copa América,Glendale,United States,False,False
2016-07-07,France,Germany,2.0,0.0,UEFA Euro,Marseille,France,False,False
2016-07-10,France,Portugal,0.0,1.0,UEFA Euro,Saint-Denis,France,False,False
2016-07-24,Uzbekistan,Iraq,2.0,1.0,Friendly,Tashkent,Uzbekistan,False,True
2016-08-08,Qatar,Iraq,2.0,1.0,Friendly,Doha,Qatar,False,True
2016-08-18,Jordan,Qatar,2.0,3.0,Friendly,Lucerne,Switzerland,True,True
2016-09-01,Argentina,Uruguay,1.0,0.0,FIFA World Cup qualification,Mendoza,Argentina,False,False
2016-09-01,Australia,Iraq,2.0,0.0,FIFA World Cup qualification,Perth,Australia,False,False
2016-09-01,Belgium,Spain,0.0,2.0,Friendly,Brussels,Belgium,False,True
2016-09-01,Ecuador,Brazil,0.0,3.0,FIFA World Cup qualification,Quito,Ecuador,False,False
2016-09-01,Iran,Qatar,2.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,False
2016-09-04,Norway,Germany,0.0,3.0,FIFA World Cup qualification,Oslo,Norway,False,False
2016-09-06,Brazil,Colombia,2.0,1.0,FIFA World Cup qualification,Manaus,Brazil,False,False
2016-09-06,Iraq,Saudi Arabia,1.0,2.0,FIFA World Cup qualification,Shah Alam,Malaysia,True,False
2016-09-06,Qatar,Uzbekistan,0.0,1.0,FIFA World Cup qualification,Doha,Qatar,False,False
2016-09-06,South Africa,Egypt,1.0,0.0,Friendly,Johannesburg,South Africa,False,True
2016-09-06,Sweden,Netherlands,1.0,1.0,FIFA World Cup qualification,Solna,Sweden,False,False
2016-09-06,Switzerland,Portugal,2.0,0.0,FIFA World Cup qualification,Basel,Switzerland,False,False
2016-09-06,Uruguay,Paraguay,4.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,False
2016-10-06,Japan,Iraq,2.0,1.0,FIFA World Cup qualification,Saitama,Japan,False,False
2016-10-06,South Korea,Qatar,3.0,2.0,FIFA World Cup qualification,Suwon,South Korea,False,False
2016-10-06,Paraguay,Colombia,0.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False,False
2016-10-06,Saudi Arabia,Australia,2.0,2.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,False
2016-10-06,Uzbekistan,Iran,0.0,1.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,False
2016-10-07,Belgium,Bosnia and Herzegovina,4.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False,False
2016-10-08,Mexico,New Zealand,2.0,1.0,Friendly,Nashville,United States,True,True
2016-10-10,Netherlands,France,0.0,1.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,False
2016-10-11,Argentina,Paraguay,0.0,1.0,FIFA World Cup qualification,Córdoba,Argentina,False,False
2016-10-11,Australia,Japan,1.0,1.0,FIFA World Cup qualification,Melbourne,Australia,False,False
2016-10-11,Colombia,Uruguay,2.0,2.0,FIFA World Cup qualification,Barranquilla,Colombia,False,False
2016-10-11,Iran,South Korea,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,False
2016-10-11,Mexico,Panama,1.0,0.0,Friendly,Bridgeview,United States,True,True
2016-10-11,Morocco,Canada,4.0,0.0,Friendly,Marrakech,Morocco,False,True
2016-10-11,South Africa,Ghana,1.0,1.0,Friendly,Durban,South Africa,False,True
2016-11-06,Jordan,Iraq,0.0,0.0,Friendly,Amman,Jordan,False,True
2016-11-09,Netherlands,Belgium,1.0,1.0,Friendly,Amsterdam,Netherlands,False,True
2016-11-10,Brazil,Argentina,3.0,0.0,FIFA World Cup qualification,Belo Horizonte,Brazil,False,False
2016-11-10,Uruguay,Ecuador,2.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,False
2016-11-10,Uzbekistan,Jordan,1.0,0.0,Friendly,Tashkent,Uzbekistan,False,True
2016-11-11,England,Scotland,3.0,0.0,FIFA World Cup qualification,London,England,False,False
2016-11-11,France,Sweden,2.0,1.0,FIFA World Cup qualification,Saint-Denis,France,False,False
2016-11-11,South Korea,Canada,2.0,0.0,Friendly,Cheonan,South Korea,False,True
2016-11-11,United States,Mexico,1.0,2.0,FIFA World Cup qualification,Columbus,United States,False,False
2016-11-13,Egypt,Ghana,2.0,0.0,FIFA World Cup qualification,Alexandria,Egypt,False,False
2016-11-15,Argentina,Colombia,3.0,0.0,FIFA World Cup qualification,San Juan,Argentina,False,False
2016-11-15,England,Spain,2.0,2.0,Friendly,London,England,False,True
2016-11-15,Japan,Saudi Arabia,2.0,1.0,FIFA World Cup qualification,Saitama,Japan,False,False
2016-11-15,South Korea,Uzbekistan,2.0,1.0,FIFA World Cup qualification,Seoul,South Korea,False,False
2016-11-15,Panama,Mexico,0.0,0.0,FIFA World Cup qualification,Panama City,Panama,False,False
2017-01-08,Egypt,Tunisia,1.0,0.0,Friendly,Cairo,Egypt,False,True
2017-01-15,Tunisia,Senegal,0.0,2.0,African Cup of Nations,Franceville,Gabon,True,False
2017-01-19,Algeria,Tunisia,1.0,2.0,African Cup of Nations,Franceville,Gabon,True,False
2017-01-23,Senegal,Algeria,2.0,2.0,African Cup of Nations,Franceville,Gabon,True,False
2017-01-25,Egypt,Ghana,1.0,0.0,African Cup of Nations,Port-Gentil,Gabon,True,False
2017-01-26,Brazil,Colombia,1.0,0.0,Friendly,Rio de Janeiro,Brazil,False,True
2017-01-29,Egypt,Morocco,1.0,0.0,African Cup of Nations,Port-Gentil,Gabon,True,False
2017-03-18,Iran,Iraq,0.0,1.0,Friendly,Tehran,Iran,False,True
2017-03-22,Germany,England,1.0,0.0,Friendly,Dortmund,Germany,False,True
2017-03-22,Scotland,Canada,1.0,1.0,Friendly,Edinburgh,Scotland,False,True
2017-03-23,Iraq,Australia,1.0,1.0,FIFA World Cup qualification,Tehran,Iran,True,False
